date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2024-03-02,217652,82262,135390,200215997,136622509,336838506,62616,10194,72810
2017-02-25,741,243,498,736750,338300,1075050,291,27,318
2022-05-05,136627,70598,66029,95309400,112875022,208184422,37606,10704,48310
2021-03-24,134742,69516,65226,69942513,86999645,156942158,28203,10902,39105
2019-08-25,88384,61055,27329,12578615,32043512,44622127,6357,4545,10902
2018-02-07,10484,7632,2852,8253150,11629894,19883044,2547,726,3273
2019-11-21,86041,45738,40303,20202785,57960523,78163308,32084,12153,44237
2024-07-02,228468,75488,152980,220221020,115445766,335666786,78137,9113,87250
2019-12-25,98905,34319,64586,13346277,44165969,57512246,57831,8306,66137
2017-07-04,1461,765,696,1891357,4962161,6853518,539,100,639
2020-04-28,79861,36702,43159,49415760,29248260,78664020,15798,7159,22957
2016-03-30,1698,251,1447,1135300,573184,1708484,1161,36,1197
2016-09-19,980,72,908,875100,209350,1084450,642,24,666
2025-08-19,270092,61145,208947,439451963,117016560,556468523,112566,4622,117188
2015-05-25,108,35,73,481650,156800,638450,4,0,4
2015-03-20,99,26,73,378401,171554,549955,6,1,7
2025-09-10,275903,61518,214385,443977661,119100249,563077910,107115,3788,110903
2017-04-16,850,345,505,563250,662660,1225910,218,33,251
2015-05-12,110,22,88,533947,132760,666707,2,1,3
2017-04-22,1052,420,632,1022250,1437760,2460010,351,49,400
2023-01-02,150649,73252,77397,127681086,103247321,230928407,47381,11912,59293
2020-02-02,137774,45525,92249,13094355,42600197,55694552,77489,8528,86017
2018-08-07,13778,10770,3008,5748975,21873492,27622467,1294,445,1739
2016-08-27,1478,88,1390,983384,224765,1208149,1071,7,1078
2020-09-08,129651,63130,66521,84934247,77157410,162091657,35489,8091,43580
2024-09-12,214417,69197,145220,236934838,114317351,351252189,79017,8301,87318
2025-04-09,286673,73544,213129,441385280,130776540,572161820,134290,7388,141678
2024-11-05,280284,80378,199906,383588101,141236394,524824495,107779,9714,117493
2024-02-04,189032,66267,122765,165677397,87406910,253084307,52786,8384,61170
2021-04-18,111606,46983,64623,48050336,44330955,92381291,17882,5440,23322
2019-05-09,34087,24893,9194,7943838,30772225,38716063,5550,2555,8105
2025-09-03,245262,54286,190976,371228295,107219441,478447736,100523,3687,104210
2025-11-03,281338,51734,229604,441846535,94968104,536814639,94116,2352,96468
2022-12-05,143585,69774,73811,132762491,108254112,241016603,44757,11370,56127
2016-07-05,1053,70,983,759485,426050,1185535,738,17,755
2024-07-11,216531,67390,149141,237042021,110830393,347872414,82103,9211,91314
2024-07-30,215061,65986,149075,228368110,98440731,326808841,66920,7342,74262
2020-11-22,124249,60231,64018,75097911,60474444,135572355,30709,10687,41396
2018-10-23,19793,15229,4564,8170354,25865187,34035541,2390,707,3097
2019-10-16,54877,36490,18387,13703941,57900760,71604701,11834,9354,21188
2015-08-11,76,21,55,281850,132030,413880,4,0,4
2015-10-25,536,42,494,649460,142700,792160,418,5,423
2022-10-22,125585,61537,64048,96699053,78638904,175337957,37178,9489,46667
2020-07-31,119856,55371,64485,72800325,48244273,121044598,17721,8244,25965
2017-02-12,398,77,321,798000,127125,925125,172,13,185
2023-07-01,226065,93511,132554,194145142,111296127,305441269,68438,14062,82500
2024-10-13,215186,61593,153593,244697448,74807820,319505268,86091,8171,94262
2024-02-24,199303,71110,128193,174681758,100405777,275087535,62421,9929,72350
2021-07-29,137000,68006,68994,61334030,67276752,128610782,25866,12168,38034
2024-10-22,253326,79567,173759,304862986,141903394,446766380,88267,9287,97554
2016-02-14,1171,120,1051,450500,210800,661300,813,50,863
2019-03-23,28777,23097,5680,4989725,23111914,28101639,2206,2567,4773
2019-06-20,89442,66312,23130,25060295,55349235,80409530,10713,6814,17527
2024-01-01,170506,57655,112851,166736271,75917593,242653864,58746,9807,68553
2016-01-18,975,121,854,916051,231267,1147318,639,38,677
2020-09-02,123607,59345,64262,76192013,64417901,140609914,34018,10489,44507
2021-06-02,95396,42297,53099,60653582,69280726,129934308,29067,10441,39508
2017-11-01,2336,1446,890,1765850,5127580,6893430,737,201,938
2019-07-24,78398,63925,14473,17148310,53533287,70681597,7383,7693,15076
2025-10-09,279034,56319,222715,450654851,116546830,567201681,105467,3383,108850
2023-11-01,198241,77678,120563,187786763,114344543,302131306,59803,10836,70639
2024-01-02,212200,72081,140119,201062727,91778324,292841051,69316,11212,80528
2025-02-11,272736,80803,191933,361574049,138450939,500024988,112691,7586,120277
2020-12-14,104989,53237,51752,63777765,63694297,127472062,26148,8315,34463
2020-10-07,125770,63169,62601,70154598,68689090,138843688,29796,11405,41201
2015-11-25,607,46,561,419970,79230,499200,515,11,526
2016-01-09,863,101,762,558950,149685,708635,552,38,590
2015-03-09,129,28,101,626400,105850,732250,4,1,5
2025-05-06,282714,73204,209510,401976994,123966775,525943769,115269,5877,121146
2021-12-05,117851,53269,64582,76975884,60218114,137193998,15840,6422,22262
2017-07-05,1532,759,773,1567300,4720736,6288036,546,86,632
2022-05-25,137182,71085,66097,113637812,105386884,219024696,47604,13332,60936
2015-01-10,108,35,73,668450,183380,851830,6,0,6
2024-10-06,219152,66375,152777,235236243,91694270,326930513,80972,8582,89554
2018-09-21,16308,12816,3492,2825838,21362753,24188591,2310,661,2971
2018-06-16,7670,6597,1073,1399200,7657297,9056497,628,179,807
2025-05-23,254340,68083,186257,334958697,111489479,446448176,106954,5179,112133
2016-06-16,1364,193,1171,1226350,319824,1546174,915,71,986
2025-12-29,275093,40832,234261,449130843,62896921,512027764,39807,1000,40807
2018-03-06,3228,2326,902,4068254,14230000,18298254,640,146,786
2023-02-03,167240,79013,88227,161735836,140461470,302197306,59414,14499,73913
2021-08-16,140131,65567,74564,71083451,71007672,142091123,31414,10750,42164
2024-09-16,200988,60786,140202,218974577,87821630,306796207,73125,7833,80958
2024-10-18,262834,80715,182119,314406129,142505249,456911378,96349,9691,106040
2015-12-18,1207,165,1042,1377555,335850,1713405,881,61,942
2019-09-05,90140,41864,48276,21762494,64760087,86522581,41529,8278,49807
2018-04-03,3681,2895,786,2113188,9863458,11976646,581,152,733
2016-07-31,1098,30,1068,505410,77900,583310,865,5,870
2017-11-07,2550,1384,1166,2793302,6860331,9653633,954,188,1142
2020-05-30,117818,52192,65626,70912480,44064190,114976670,15315,9110,24425
2015-08-21,160,52,108,616120,389850,1005970,2,3,5
2019-11-08,62713,39346,23367,13953700,60192749,74146449,16623,10427,27050
2019-04-02,34987,27827,7160,5131831,36105102,41236933,2811,3096,5907
2021-02-19,119787,65415,54372,66278324,87122606,153400930,25780,10328,36108
2024-04-20,196695,65487,131208,193312601,82650707,275963308,75007,10625,85632
2017-05-09,1417,660,757,1206950,2294653,3501603,599,110,709
2022-07-12,133530,68082,65448,106883302,95550739,202434041,37321,10470,47791
2025-06-11,281994,69225,212769,406796870,119350104,526146974,127038,5465,132503
2016-06-06,987,136,851,1558250,534350,2092600,503,27,530
2021-07-17,138367,68483,69884,64611042,71973302,136584344,28562,13018,41580
2018-02-23,2114,1238,876,2878251,11673170,14551421,632,223,855
2024-01-29,208332,73002,135330,202276144,102987758,305263902,60522,10451,70973
2022-08-29,142999,70522,72477,107412180,89016202,196428382,43818,11342,55160
2017-03-11,775,154,621,657250,229100,886350,368,31,399
2022-12-20,141567,71917,69650,137816362,116390304,254206666,39958,10965,50923
2021-05-04,108685,42870,65815,56879919,40232104,97112023,23338,7273,30611
2019-11-18,81759,44124,37635,18826120,57327067,76153187,30292,11695,41987
2020-02-13,157679,68898,88781,29628704,67923327,97552031,65677,14960,80637
2020-06-20,123359,56996,66363,66683540,53580706,120264246,20522,9259,29781
2017-11-13,2137,972,1165,1963121,4215243,6178364,905,143,1048
2019-11-04,64444,40202,24242,15790308,55190757,70981065,16606,9555,26161
2025-05-09,272704,72119,200585,399786466,113081654,512868120,118368,5992,124360
2017-12-19,1766,858,908,1650899,6936165,8587064,730,119,849
2022-01-26,97617,48924,48693,46181369,47296432,93477801,22646,6378,29024
2022-08-14,110586,54088,56498,76717316,61718885,138436201,29739,8289,38028
2022-07-10,102830,47367,55463,87069422,55071247,142140669,23791,7694,31485
2023-09-21,190498,73574,116924,183979100,112277245,296256345,63642,10890,74532
2022-06-03,137413,73809,63604,100261952,114728021,214989973,42079,10908,52987
2017-07-01,746,426,320,1622550,4398520,6021070,178,49,227
2026-01-22,291447,39958,251489,487029454,76919260,563948714,26444,500,26944
2021-10-03,115797,54418,61379,59644648,58799526,118444174,27339,9878,37217
2015-02-28,58,16,42,310650,68000,378650,0,0,0
2020-02-23,125672,45010,80662,15548060,45442454,60990514,66083,9078,75161
2021-04-20,128124,56486,71638,70737695,59313194,130050889,28794,8590,37384
2015-11-09,1229,137,1092,1024400,113860,1138260,1004,31,1035
2017-04-03,921,276,645,1004850,1096456,2101306,344,53,397
2024-07-18,226981,68967,158014,246821389,109469215,356290604,83420,9274,92694
2016-02-16,1526,165,1361,950425,176630,1127055,1007,18,1025
2018-02-12,1466,800,666,2183900,8439803,10623703,465,138,603
2016-10-17,1037,116,921,1143280,384850,1528130,769,17,786
2025-03-11,269497,75187,194310,391868712,159406034,551274746,112445,7353,119798
2016-01-25,785,132,653,866500,111150,977650,425,34,459
2026-01-26,191126,22011,169115,294310256,28032264,322342520,8224,159,8383
2017-10-19,251,29,222,218150,37600,255750,132,6,138
2020-05-02,71796,33674,38122,39346650,24371595,63718245,12032,5355,17387
2022-07-25,116966,60746,56220,87575006,88954014,176529020,34671,9185,43856
2020-01-09,107883,45808,62075,16832970,51630202,68463172,50820,11246,62066
2020-11-15,86365,36885,49480,50280198,26704456,76984654,11949,4729,16678
2016-12-05,1030,145,885,906548,260651,1167199,642,54,696
2017-11-06,2059,1068,991,1905800,4956992,6862792,811,122,933
2026-01-27,258242,35088,223154,414914111,61374972,476289083,18431,336,18767
2021-03-28,102682,44617,58065,63875990,39821444,103697434,20305,7301,27606
2020-08-19,110268,53200,57068,63151500,57842044,120993544,31050,7482,38532
2021-10-04,121841,59779,62062,66958815,68702929,135661744,29347,10123,39470
2023-06-07,209708,90686,119022,197912514,137267112,335179626,72058,14897,86955
2022-06-26,112523,54995,57528,80505985,77467911,157973896,39546,10316,49862
2018-11-10,17606,14184,3422,3587447,12933272,16520719,1698,612,2310
2016-10-20,1242,89,1153,838152,234950,1073102,1018,25,1043
2015-07-17,231,72,159,1279497,547770,1827267,1,2,3
2017-10-02,583,193,390,588750,1010435,1599185,269,35,304
2016-01-01,700,122,578,692125,265300,957425,398,16,414
2019-08-17,104194,71975,32219,22196180,47049032,69245212,10347,7173,17520
2022-08-24,145129,73907,71222,221840788,116827004,338667792,40190,11096,51286
2025-07-16,270265,61807,208458,408800405,111713118,520513523,116960,5593,122553
2024-09-22,222967,68196,154771,233444792,87347190,320791982,82656,8010,90666
2016-07-23,1005,63,942,827250,389825,1217075,722,8,730
2021-07-24,141796,68986,72810,70015269,68961435,138976704,30166,13878,44044
2025-08-15,175714,37768,137946,252075667,48317146,300392813,60880,2683,63563
2015-10-14,1540,52,1488,1016650,47800,1064450,1421,24,1445
2019-04-30,29799,22429,7370,5476247,34627270,40103517,3344,2341,5685
2017-02-06,923,187,736,772400,457590,1229990,508,39,547
2016-07-26,1557,99,1458,812845,255450,1068295,1175,5,1180
2024-05-09,211348,71868,139480,210815977,111728685,322544662,67848,9493,77341
2019-02-05,28571,24622,3949,6458433,32853231,39311664,2317,2220,4537
2019-06-26,89655,68106,21549,22797350,67994841,90792191,10230,7848,18078
2018-08-31,15963,13046,2917,3485985,24851527,28337512,1555,505,2060
2022-12-14,153912,75491,78421,151659558,125544897,277204455,47073,11839,58912
2019-05-01,37206,28157,9049,7555817,41528979,49084796,5334,2774,8108
2024-11-29,297645,80714,216931,451088717,127998141,579086858,136032,10716,146748
2018-07-24,13636,8894,4742,10672400,20000752,30673152,1492,381,1873
2021-01-03,90811,48750,42061,43540839,46328770,89869609,18686,7229,25915
2016-05-12,1504,166,1338,959150,248735,1207885,932,14,946
2021-09-20,124001,58950,65051,76963296,70652526,147615822,31899,9877,41776
2016-02-25,1495,153,1342,1076860,506894,1583754,983,58,1041
2020-04-04,54628,22506,32122,40300795,22142231,62443026,12973,4911,17884
2017-06-21,1009,388,621,1230550,1771789,3002339,459,75,534
2021-07-16,139022,69202,69820,65080143,69356289,134436432,29590,13733,43323
2022-11-01,132407,66780,65627,118816759,105919677,224736436,44035,10201,54236
2021-12-20,133481,61833,71648,89765733,71346693,161112426,21425,7561,28986
2015-11-26,775,87,688,565747,76850,642597,599,44,643
2020-09-13,112333,50039,62294,70599413,49762589,120362002,31415,8668,40083
2023-11-28,218894,75586,143308,228210211,103931668,332141879,74966,11706,86672
2020-07-26,96362,40812,55550,64694460,48238582,112933042,15146,5440,20586
2016-10-10,959,88,871,768050,122725,890775,711,7,718
2025-10-24,265205,50496,214709,448426417,81689007,530115424,91783,2749,94532
2019-05-05,20917,17661,3256,3727020,24889088,28616108,1550,2400,3950
2019-09-29,43907,26574,17333,7558826,33411408,40970234,11699,6861,18560
2015-01-07,108,22,86,728650,144600,873250,3,1,4
2024-03-14,232600,84977,147623,230838003,151222570,382060573,73362,11182,84544
2016-03-01,1478,181,1297,1019300,300100,1319400,960,61,1021
2022-03-29,125651,60277,65374,93060865,95454129,188514994,29709,9479,39188
2020-01-25,89725,49876,39849,15849123,50948342,66797465,24267,10613,34880
2019-07-27,74423,57993,16430,15264453,42401379,57665832,8403,6437,14840
2020-10-21,113646,57612,56034,65121665,65762477,130884142,26368,9321,35689
2024-12-07,255466,78890,176576,312856888,121144489,434001377,98678,8862,107540
2015-05-14,114,34,80,442646,156450,599096,2,0,2
2015-12-29,887,70,817,695025,116894,811919,740,36,776
2024-09-30,233813,73132,160681,253465664,99897849,353363513,86147,8830,94977
2022-12-03,138246,69317,68929,116081794,105257528,221339322,42097,11024,53121
2023-03-30,156649,67691,88958,144638767,102753138,247391905,49949,11251,61200
2021-08-01,112785,54369,58416,51198631,55083031,106281662,23250,11049,34299
2020-03-18,158170,74927,83243,126581232,96520587,223101819,19566,11368,30934
2025-08-31,207685,45209,162476,327356041,60736579,388092620,82521,3665,86186
2022-06-11,129073,68296,60777,95888682,87103385,182992067,42557,12006,54563
2019-11-17,73218,37863,35355,12800480,46919063,59719543,28648,10494,39142
2017-08-31,1431,890,541,1131354,3231500,4362854,401,138,539
2021-09-30,128369,61471,66898,75450323,67931396,143381719,30965,10907,41872
2022-03-19,105533,57680,47853,46754567,49298868,96053435,15730,5102,20832
2018-05-06,3007,2285,722,1327450,3675260,5002710,413,104,517
2020-05-25,95598,39249,56349,65666393,33386417,99052810,13048,6690,19738
2025-07-11,278494,65212,213282,420572374,111821207,532393581,130571,5626,136197
2018-01-18,2468,1606,862,4410975,15702884,20113859,628,243,871
2018-03-16,3645,2701,944,3298390,16300458,19598848,721,175,896
2025-03-15,217328,62532,154796,291072698,88329628,379402326,80813,5352,86165
2024-02-12,210235,73191,137044,203685510,106842368,310527878,62470,10423,72893
2015-11-29,523,56,467,275450,35100,310550,429,38,467
2019-10-03,57347,39693,17654,15431141,60823495,76254636,11207,9584,20791
2016-05-01,555,58,497,514500,97600,612100,333,7,340
2021-06-27,125887,53754,72133,64595015,54249040,118844055,29480,12252,41732
2026-02-06,256490,34604,221886,437436457,82065754,519502211,19800,176,19976
2025-06-25,261215,62749,198466,387670420,105719852,493390272,110327,5090,115417
2025-09-09,273822,59850,213972,441464463,114447852,555912315,104110,4093,108203
2016-05-13,1536,163,1373,925900,342064,1267964,1039,51,1090
2017-08-30,2601,1517,1084,2059350,4763995,6823345,853,180,1033
2022-03-22,144049,74528,69521,94732091,97489742,192221833,34777,10355,45132
2015-01-21,112,23,89,634749,56400,691149,2,0,2
2024-02-27,201211,71685,129526,190344937,109653081,299998018,68275,10410,78685
2016-11-08,903,119,784,1117433,359902,1477335,616,11,627
2021-07-15,134029,67077,66952,62775072,74697408,137472480,27452,12523,39975
2018-05-10,10950,7828,3122,3719730,15463417,19183147,1905,395,2300
2021-12-06,124082,59675,64407,88439447,71846411,160285858,20108,7476,27584
2020-02-29,130668,49830,80838,17237660,51917074,69154734,64474,9888,74362
2022-07-31,108818,53459,55359,81043901,67439431,148483332,32154,8229,40383
2015-10-09,1261,50,1211,1065350,197600,1262950,1122,12,1134
2017-11-15,2339,1263,1076,2234281,4983986,7218267,862,120,982
2019-11-30,88768,40005,48763,17622780,47774017,65396797,42942,11276,54218
2021-08-18,138978,65662,73316,71486932,76429032,147915964,31912,11253,43165
2026-01-14,258178,31297,226881,448526933,63321975,511848908,29793,677,30470
2018-11-22,22148,17802,4346,5945048,31560877,37505925,1957,866,2823
2020-07-21,120055,55488,64567,60123974,57618216,117742190,35266,11527,46793
2025-05-18,278121,71483,206638,377039909,93033553,470073462,108679,6034,114713
2016-07-11,1181,88,1093,1075400,491100,1566500,902,5,907
2020-09-16,131238,63142,68096,79201345,70889418,150090763,34465,8852,43317
2017-06-08,1827,1090,737,1722341,5608185,7330526,585,126,711
2017-07-10,1468,736,732,1697350,3990375,5687725,497,66,563
2023-11-29,221442,76184,145258,227535509,112526217,340061726,77275,11964,89239
2022-09-06,139864,71213,68651,120337796,108619507,228957303,44819,11281,56100
2017-05-17,2593,1464,1129,1694212,3691966,5386178,919,159,1078
2024-03-11,221254,79569,141685,200542365,118817882,319360247,65661,10410,76071
2020-11-01,109331,52008,57323,60618130,48116242,108734372,23180,7479,30659
2022-09-20,154714,78896,75818,112643937,111398181,224042118,39981,10909,50890
2018-03-04,1077,637,440,1071550,2537600,3609150,350,43,393
2020-07-24,121482,55354,66128,67028060,58027928,125055988,37195,7381,44576
2024-02-29,209697,73274,136423,204652741,102605645,307258386,69350,10692,80042
2021-06-12,101745,46188,55557,53417475,64178056,117595531,25068,11547,36615
2021-01-31,96810,50076,46734,52456572,48220250,100676822,22522,8246,30768
2024-01-15,169941,60379,109562,170019216,86664795,256684011,58560,9594,68154
2023-11-17,219172,74233,144939,240544528,113182228,353726756,82781,13314,96095
2025-06-08,262474,65219,197255,333822055,82081270,415903325,115815,5132,120947
2020-11-16,100429,45920,54509,63787892,38794066,102581958,19024,7675,26699
2024-12-15,237319,69978,167341,272419200,83578485,355997685,97193,8278,105471
2020-06-17,130187,56446,73741,78562225,58368087,136930312,20972,8512,29484
2024-11-06,283776,83904,199872,384915041,147164301,532079342,116235,10103,126338
2017-01-30,807,286,521,1250050,791760,2041810,318,52,370
2020-03-01,133173,52943,80230,21128345,62104146,83232491,61594,10217,71811
2023-05-11,164582,72525,92057,151103205,111627165,262730370,55108,11253,66361
2018-06-02,8209,6738,1471,3039663,14316813,17356476,918,224,1142
2017-06-03,1599,872,727,1761946,4129636,5891582,543,137,680
2016-11-25,534,95,439,847650,281650,1129300,260,22,282
2025-01-26,191070,52652,138418,197143930,55468475,252612405,68579,5110,73689
2015-03-26,110,31,79,536650,139430,676080,6,2,8
2021-02-01,116078,61666,54412,63686238,69081254,132767492,27527,10236,37763
2024-08-30,223313,70223,153090,257643259,106579745,364223004,83533,9122,92655
2019-09-03,83429,41855,41574,17086235,58741166,75827401,34344,8474,42818
2020-07-12,99517,40646,58871,63266089,43691168,106957257,25011,8129,33140
2020-12-02,106017,57180,48837,64678242,76934016,141612258,24206,8459,32665
2017-02-20,861,179,682,1045750,307660,1353410,405,48,453
2016-04-13,1984,203,1781,963150,280000,1243150,1411,88,1499
2025-06-14,255478,64469,191009,349817794,93409455,443227249,96508,5105,101613
2023-02-01,163027,78301,84726,152610185,135529267,288139452,56409,14034,70443
2023-09-20,182986,73011,109975,181876987,111190770,293067757,64662,11596,76258
2021-07-19,133589,65024,68565,50104065,59555850,109659915,24310,11048,35358
2023-01-01,102882,47325,55557,85848045,72582447,158430492,29750,8519,38269
2022-03-25,138193,72917,65276,96156318,104946016,201102334,32170,9362,41532
2016-01-30,994,168,826,1094568,669450,1764018,599,38,637
2015-06-30,95,25,70,423850,92700,516550,2,3,5
2022-03-11,143982,78056,65926,88215316,116102043,204317359,33068,10004,43072
2015-12-24,761,92,669,458975,109800,568775,613,42,655
2020-05-27,110255,47986,62269,73762731,42619074,116381805,15750,7542,23292
2016-08-02,1365,124,1241,1180650,390810,1571460,949,6,955
2023-11-10,198759,69038,129721,219507546,103234648,322742194,69089,12048,81137
2017-06-02,1533,869,664,1641804,4150980,5792784,517,128,645
2022-01-01,96103,44167,51936,63635652,53704179,117339831,17453,6375,23828
2021-03-02,113174,63736,49438,62289329,105044611,167333940,24785,9472,34257
2024-08-15,164153,48884,115269,148489440,57774602,206264042,55758,5419,61177
2025-11-17,327914,52422,275492,531605261,83700983,615306244,60809,2321,63130
2025-09-08,284593,61362,223231,438856418,104852367,543708785,110958,4392,115350
2017-04-06,1501,303,1198,910149,692011,1602160,785,79,864
2019-10-19,53495,37637,15858,9831200,57626246,67457446,8990,9565,18555
2022-01-22,115542,59091,56451,54924810,71143369,126068179,24023,6049,30072
2019-09-01,70264,36492,33772,10555741,43986952,54542693,26633,6172,32805
2024-02-11,193284,66410,126874,171871372,81745676,253617048,60744,9292,70036
2023-07-06,203636,82388,121248,193361728,124099603,317461331,64581,12806,77387
2016-07-19,1251,96,1155,1086696,216627,1303323,906,31,937
2022-03-01,120768,67590,53178,68643683,98390274,167033957,25794,7924,33718
2017-07-03,1385,667,718,1424700,4280339,5705039,519,83,602
2021-08-11,130214,65771,64443,65585947,79401566,144987513,27682,11942,39624
2025-05-15,283906,73290,210616,422631164,131081903,553713067,115422,6450,121872
2023-09-29,171741,67962,103779,176982056,101165995,278148051,55279,11306,66585
2015-07-30,106,39,67,459300,312860,772160,1,0,1
2021-10-09,113543,58042,55501,69309663,77387388,146697051,29112,10072,39184
2019-12-07,99036,41599,57437,15071165,54417884,69489049,49109,10368,59477
2020-05-01,69584,33234,36350,40284809,24550723,64835532,11663,4419,16082
2023-05-28,168768,67492,101276,165368609,82501336,247869945,63111,12988,76099
2017-02-14,1377,222,1155,1290750,363350,1654100,809,27,836
2022-07-30,135826,67896,67930,100982500,79903053,180885553,40631,10988,51619
2018-08-04,15329,11304,4025,9599425,21423154,31022579,1621,558,2179
2016-11-15,829,87,742,629349,138050,767399,527,13,540
2015-04-05,105,29,76,510430,139950,650380,1,0,1
2022-01-11,128821,64955,63866,80479286,83508235,163987521,31245,9043,40288
2020-08-15,90182,39785,50397,53925663,41403937,95329600,22710,7859,30569
2023-10-21,198413,77725,120688,182020954,97246692,279267646,59431,11375,70806
2017-12-02,1460,740,720,1160475,3530550,4691025,631,64,695
2025-09-23,255353,53177,202176,416272796,96925081,513197877,99035,3386,102421
2015-12-21,1078,101,977,614200,110400,724600,872,46,918
2020-10-24,111086,55081,56005,64389153,50412480,114801633,28533,9919,38452
2016-09-24,940,85,855,735442,260650,996092,621,4,625
2024-09-09,218886,68533,150353,237969797,100206230,338176027,89328,9007,98335
2024-05-18,208494,72958,135536,206316608,99645511,305962119,62316,9149,71465
2016-08-04,1775,97,1678,979310,398070,1377380,1381,5,1386
2025-10-19,213453,38820,174633,319639407,45616979,365256386,77744,2349,80093
2026-01-23,229715,31386,198329,348784234,56925402,405709636,13913,281,14194
2021-05-02,50227,19714,30513,46220430,31468176,77688606,20137,6226,26363
2020-12-18,112334,57499,54835,74705365,77563431,152268796,26710,8805,35515
2025-05-02,277721,76390,201331,366283345,127509243,493792588,100270,5124,105394
2017-11-19,1204,594,610,1298760,2928322,4227082,441,62,503
2018-07-26,11428,7805,3623,10413406,15846974,26260380,951,247,1198
2015-11-13,440,48,392,176150,19000,195150,358,28,386
2024-10-24,255930,79136,176794,312076872,133974606,446051478,88887,8957,97844
2017-08-25,1834,843,991,1299098,4170216,5469314,739,94,833
2023-11-13,170223,58427,111796,172374621,63846710,236221331,56246,9402,65648
2015-01-27,83,33,50,319620,164500,484120,1,0,1
2026-02-11,234315,31543,202772,405939091,73253910,479193001,13760,44,13804
2024-10-09,245724,76301,169423,283460308,135100403,418560711,90020,9715,99735
2022-01-03,134612,64201,70411,85822747,79755645,165578392,24093,7872,31965
2015-05-28,94,22,72,480300,131800,612100,5,1,6
2021-05-15,89778,36327,53451,51470775,37066557,88537332,23857,8522,32379
2017-03-21,1177,302,875,1455752,1056085,2511837,580,72,652
2021-09-12,85858,40493,45365,48459829,47039728,95499557,23205,7712,30917
2021-09-19,110671,50955,59716,60805456,54867449,115672905,27042,9316,36358
2021-11-02,117953,55661,62292,76212801,69814601,146027402,33125,11366,44491
2015-07-24,126,37,89,589150,187350,776500,4,0,4
2025-08-11,268633,60141,208492,386981706,98591246,485572952,113982,4046,118028
2016-02-11,2128,244,1884,1242300,410525,1652825,1418,76,1494
2020-06-11,123716,53530,70186,75729543,55841188,131570731,16096,7950,24046
2021-03-20,117246,66689,50557,57695071,86375062,144070133,18608,8536,27144
2020-04-21,106109,52044,54065,57267520,44699297,101966817,30125,8531,38656
2015-04-25,53,21,32,181900,112550,294450,2,2,4
2026-01-21,283845,40585,243260,461052520,78654967,539707487,22126,454,22580
2024-07-21,214032,65117,148915,202746186,78545036,281291222,71283,7723,79006
2018-01-16,2557,1518,1039,4879300,16874080,21753380,797,237,1034
2016-06-11,922,135,787,805550,223550,1029100,585,40,625
2017-07-30,1251,742,509,1147700,2476682,3624382,366,88,454
2022-02-17,109063,61019,48044,71201743,90480727,161682470,27694,8799,36493
2024-02-10,213407,76088,137319,192830450,109125747,301956197,67309,10800,78109
2025-06-07,258841,63245,195596,337604722,93736992,431341714,102501,5138,107639
2022-05-15,112786,54064,58722,86910173,75210469,162120642,31689,8843,40532
2019-01-31,29237,23737,5500,7275019,38965939,46240958,3264,2824,6088
2017-11-02,2262,1241,1021,2085900,6402974,8488874,802,155,957
2015-12-31,667,90,577,442800,181050,623850,511,31,542
2017-11-10,2511,1349,1162,2325580,5757649,8083229,928,154,1082
2017-09-04,1663,834,829,1781547,4712856,6494403,642,116,758
2024-10-30,200341,59270,141071,254505765,83429471,337935236,74245,7496,81741
2019-08-27,104045,76020,28025,19530876,53846710,73377586,8854,6234,15088
2024-03-09,207775,79671,128104,185800887,126384754,312185641,62032,9850,71882
2025-03-14,198622,50860,147762,250216363,127309425,377525788,79954,5291,85245
2016-07-13,1509,110,1399,919725,359375,1279100,1075,4,1079
2015-12-10,987,101,886,768700,114700,883400,781,39,820
2017-11-27,1865,949,916,1269650,3500796,4770446,770,115,885
2017-05-21,1092,558,534,788900,2250200,3039100,416,61,477
2017-11-09,2876,1698,1178,2805282,9296193,12101475,953,173,1126
2015-05-17,104,21,83,600400,74250,674650,3,0,3
2021-02-13,114611,63272,51339,56999546,78582366,135581912,23942,10106,34048
2015-02-08,78,27,51,273650,82100,355750,2,0,2
2023-02-08,145740,66540,79200,140234663,120052769,260287432,49080,11752,60832
2024-03-26,183510,62881,120629,151942735,73930125,225872860,51422,8135,59557
2024-02-07,221952,77184,144768,220491148,127717174,348208322,68983,11077,80060
2024-08-06,233952,75803,158149,254013488,124681408,378694896,79715,8495,88210
2020-08-23,92637,40533,52104,64440454,49248132,113688586,13353,9521,22874
2016-07-30,1379,72,1307,836371,181940,1018311,1080,8,1088
2016-01-24,627,82,545,365180,188725,553905,415,33,448
2018-08-16,15459,12931,2528,5830575,22518397,28348972,1394,558,1952
2021-01-09,116432,63687,52745,60350812,77790872,138141684,23606,10301,33907
2015-08-20,189,58,131,1134900,263300,1398200,1,1,2
2022-05-20,139120,69187,69933,101860965,116532715,218393680,43939,12522,56461
2021-05-07,102892,39886,63006,59894142,40524316,100418458,23936,7955,31891
2025-08-26,268059,55537,212522,414772172,99274680,514046852,100865,4027,104892
2020-04-30,74435,34525,39910,42020545,26223890,68244435,9467,5920,15387
2022-05-07,135145,70754,64391,89154554,106297671,195452225,38384,10768,49152
