date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2023-02-10,154618,71801,82817,148700790,122949591,271650381,52071,12597,64668
2020-01-26,96617,30605,66012,8827777,23402213,32229990,50713,3319,54032
2017-12-28,1807,1041,766,2200890,11087606,13288496,595,98,693
2021-01-25,97296,54204,43092,58023051,63731381,121754432,24170,9341,33511
2025-02-01,268141,82917,185224,330417872,120494676,450912548,107568,7939,115507
2022-12-07,142420,71151,71269,139707879,120208931,259916810,46106,12226,58332
2021-10-27,108578,55540,53038,72758227,71548896,144307123,27346,9621,36967
2024-02-15,214600,75775,138825,204583005,115492101,320075106,69611,10735,80346
2021-09-05,112924,51040,61884,62583877,57748206,120332083,29258,10057,39315
2024-05-28,200270,67385,132885,209548782,104898679,314447461,69220,9138,78358
2020-03-06,130909,54834,76075,24870359,72211935,97082294,58435,10243,68678
2018-12-30,14363,12826,1537,2644522,22355276,24999798,1056,927,1983
2016-08-21,643,57,586,449600,114570,564170,480,10,490
2020-06-07,115257,47641,67616,78652380,48040348,126692728,13198,6548,19746
2015-08-12,73,28,45,341150,207130,548280,2,2,4
2018-08-25,12923,10870,2053,3181908,21138158,24320066,1007,380,1387
2019-01-14,19932,17499,2433,3107745,24546304,27654049,1506,1676,3182
2019-08-02,103794,73346,30448,26698541,52841068,79539609,11787,7266,19053
2016-06-13,788,89,699,1220500,84700,1305200,453,27,480
2022-02-01,125568,68544,57024,76824809,93373842,170198651,31292,9338,40630
2025-06-03,298421,75720,222701,426178246,134766317,560944563,130598,5704,136302
2017-01-04,928,142,786,1170409,381770,1552179,563,43,606
2022-01-18,124786,63228,61558,74845738,81234546,156080284,30871,8809,39680
2017-12-31,760,430,330,708510,2412248,3120758,249,43,292
2019-09-13,73085,36272,36813,17096194,54325503,71421697,30458,8396,38854
2017-05-23,1126,348,778,1025050,1052260,2077310,589,79,668
2022-04-01,132413,68714,63699,80580660,101038280,181618940,33728,10183,43911
2023-09-09,165847,70057,95790,126548496,96326600,222875096,42167,8694,50861
2021-10-18,109370,54768,54602,60423765,61148954,121572719,24002,8539,32541
2024-09-01,213523,67444,146079,209088127,84974694,294062821,76968,7751,84719
2025-12-18,297905,45725,252180,555481448,85986419,641467867,43803,1198,45001
2016-05-07,1233,128,1105,892350,217972,1110322,823,18,841
2024-09-17,193230,57615,135615,212999391,84789824,297789215,69685,7426,77111
2016-05-25,1780,77,1703,1013300,345350,1358650,13,6,19
2019-04-15,24450,19552,4898,5182257,21408494,26590751,2388,2757,5145
2017-01-28,693,222,471,1129950,436480,1566430,328,48,376
2018-09-24,13058,10044,3014,3218212,17356846,20575058,1963,468,2431
2015-05-26,77,19,58,439950,103430,543380,0,0,0
2019-01-18,22641,19747,2894,6766151,33257034,40023185,1693,1487,3180
2025-03-18,286433,79475,206958,421674744,166017736,587692480,115316,7289,122605
2015-08-02,96,42,54,573550,346050,919600,0,0,0
2016-02-19,1319,157,1162,853100,255100,1108200,845,40,885
2023-10-02,187464,77255,110209,154776240,90872334,245648574,56877,11112,67989
2021-12-10,121596,57855,63741,89785767,75753433,165539200,22411,7539,29950
2018-12-15,20372,16783,3589,6818951,28988312,35807263,1488,688,2176
2015-02-03,126,36,90,797798,184200,981998,2,1,3
2023-05-01,153168,70947,82221,139565465,91518730,231084195,54440,11243,65683
2020-04-12,53950,23064,30886,40837060,21437932,62274992,13190,4721,17911
2020-02-24,142419,55637,86782,22247010,53910672,76157682,66562,10506,77068
2016-03-06,586,88,498,575360,98800,674160,365,32,397
2020-10-31,109003,55066,53937,67561246,59603767,127165013,25478,8897,34375
2022-01-12,128514,65312,63202,81650555,88015570,169666125,32390,9599,41989
2020-08-04,118359,55105,63254,66236931,48982600,115219531,20155,8224,28379
2016-03-08,1552,182,1370,1576371,430540,2006911,1003,72,1075
2026-02-09,242251,33045,209206,399248914,72117659,471366573,13240,107,13347
2026-01-11,280817,36446,244371,457205289,49265160,506470449,30386,700,31086
2015-02-16,133,29,104,735620,116600,852220,0,1,1
2020-11-02,130710,63977,66733,75626836,64569217,140196053,26981,12144,39125
2023-07-02,214099,86756,127343,181282013,98724767,280006780,65097,12974,78071
2025-11-21,329886,51392,278494,534412890,84167178,618580068,59564,2353,61917
2020-08-22,98016,46665,51351,66121801,53240218,119362019,31598,7248,38846
2022-12-23,137315,68303,69012,121340518,111964511,233305029,37811,10308,48119
2016-09-09,1191,115,1076,888350,461175,1349525,826,5,831
2025-07-08,258801,58925,199876,384690810,112221863,496912673,129699,5112,134811
2025-03-23,267856,72593,195263,371202953,117850733,489053686,104361,6489,110850
2023-06-19,214759,87727,127032,204505471,111369821,315875292,76970,15263,92233
2017-02-23,835,203,632,830700,448591,1279291,421,56,477
2022-07-18,126396,64283,62113,104301019,89720522,194021541,37315,10263,47578
2019-04-24,29385,22473,6912,5231818,28281786,33513604,3469,2568,6037
2018-05-24,15651,14024,1627,2821801,14332632,17154433,1028,201,1229
2020-08-02,90411,40025,50386,60068915,42077400,102146315,30728,10542,41270
2025-07-26,240702,56174,184528,343074059,81865805,424939864,98649,4681,103330
2026-02-10,235459,30908,204551,409291982,75390316,484682298,13867,86,13953
2019-06-23,70130,53586,16544,11739756,29478630,41218386,5902,5261,11163
2022-07-19,134587,69683,64904,109839718,106353558,216193276,38702,10709,49411
2017-11-14,2446,1272,1174,1530374,5019739,6550113,983,118,1101
2022-02-10,117000,62930,54070,71265298,90390348,161655646,25725,8369,34094
2019-12-21,100939,39109,61830,12257122,46317061,58574183,50373,7837,58210
2020-02-11,140389,59760,80629,21939095,68853546,90792641,59640,10113,69753
2016-10-03,1031,86,945,704300,188150,892450,782,20,802
2022-09-15,139237,71582,67655,116476879,109455770,225932649,38701,10332,49033
2025-01-11,269840,81101,188739,349857982,109936308,459794290,107285,8348,115633
2023-07-14,201191,83853,117338,171351527,115279697,286631224,58127,11358,69485
2025-12-25,263161,37076,226085,384715920,59339434,444055354,38888,949,39837
2015-06-07,82,29,53,431550,170400,601950,0,1,1
2018-12-23,14602,12596,2006,3726771,20691529,24418300,1064,532,1596
2016-03-29,1678,216,1462,723900,298860,1022760,1163,78,1241
2018-07-14,9313,6706,2607,4629588,9199913,13829501,1072,293,1365
2018-03-18,1566,1191,375,1206050,6813520,8019570,259,60,319
2015-01-19,134,32,102,567500,130900,698400,7,2,9
2023-02-07,169092,78619,90473,171061655,134490163,305551818,58400,14340,72740
2019-08-28,112331,80609,31722,26359206,53284630,79643836,13179,6596,19775
2023-08-09,203319,83272,120047,191251477,136548705,327800182,66517,13476,79993
2026-01-07,320516,47792,272724,565996093,93149973,659146066,38485,944,39429
2020-12-09,105828,53467,52361,62509589,66089028,128598617,24165,7959,32124
2025-03-06,257225,75319,181906,357600110,234988953,592589063,104251,7044,111295
2023-12-16,196302,72918,123384,190313703,106755133,297068836,60193,10726,70919
2017-07-29,2846,1529,1317,1912250,5383223,7295473,1004,197,1201
2022-04-15,114232,54037,60195,79790143,68022968,147813111,33282,10238,43520
2018-05-16,16124,12106,4018,7853705,14982589,22836294,3122,809,3931
2019-03-25,32612,25739,6873,6450067,30966800,37416867,3051,3422,6473
2015-09-01,73,16,57,687848,80280,768128,0,1,1
2025-07-29,271233,61587,209646,416178886,102862542,519041428,102375,4617,106992
2021-07-23,145771,71014,74757,68211788,69389752,137601540,30768,14130,44898
2020-05-31,101466,42445,59021,61750659,35216422,96967081,12762,7609,20371
2025-12-11,287572,45288,242284,499991590,92621387,592612977,41225,1396,42621
2020-09-07,123691,60131,63560,77079748,77175984,154255732,31934,10400,42334
2022-02-19,89528,51466,38062,69986376,85069777,155056153,28631,9295,37926
2019-07-19,84868,67890,16978,19456510,51244899,70701409,9049,7733,16782
2024-11-22,306500,87742,218758,381545193,148302324,529847517,119215,10354,129569
2015-05-24,63,16,47,308450,59350,367800,0,0,0
2019-02-04,29561,24659,4902,5590848,26949776,32540624,3473,2771,6244
2015-12-01,969,102,867,648610,147557,796167,795,54,849
2017-11-26,1306,573,733,1127800,3088505,4216305,623,64,687
2016-08-15,153,34,119,121100,202800,323900,50,7,57
2018-07-11,19905,13871,6034,20756899,22736287,43493186,3639,892,4531
2024-09-06,225307,70658,154649,240952227,118783729,359735956,80224,8330,88554
2022-05-19,135193,67019,68174,111412911,107857444,219270355,43800,12169,55969
2015-08-28,74,17,57,309950,51400,361350,1,0,1
2022-10-23,100693,44664,56029,70665126,45535396,116200522,31533,7044,38577
2015-10-18,831,18,813,489700,30150,519850,763,1,764
2024-11-24,268434,75231,193203,308122919,96283887,404406806,102374,8562,110936
2016-04-14,1586,146,1440,812527,230450,1042977,1063,50,1113
2018-12-04,24311,19947,4364,6730189,35058763,41788952,1968,875,2843
2020-03-07,152217,62123,90094,24066752,70865732,94932484,71018,12992,84010
2015-11-03,1205,133,1072,696448,182950,879398,986,27,1013
2024-11-27,303156,86640,216516,450166958,147107541,597274499,131992,11373,143365
2020-09-15,131119,62327,68792,75117006,68882003,143999009,32297,10390,42687
2021-06-06,81603,35194,46409,47631431,45185314,92816745,24380,9030,33410
2017-02-19,678,163,515,502000,165300,667300,339,15,354
2026-02-13,5990,81,5909,16886196,113550,16999746,30,0,30
2016-04-23,1299,143,1156,808231,375990,1184221,899,36,935
2022-10-15,155301,82045,73256,109850279,114097595,223947874,38184,10152,48336
2018-10-29,19127,14900,4227,5948524,21266469,27214993,2368,764,3132
2015-06-23,88,20,68,675030,103000,778030,4,0,4
2020-07-02,124280,52747,71533,75488710,58552891,134041601,21822,7901,29723
2018-01-11,2339,1366,973,2943025,12081282,15024307,728,168,896
2021-12-15,134256,64158,70098,102992034,86348933,189340967,21727,7706,29433
2022-08-04,137251,70079,67172,111146192,112688134,223834326,42920,12048,54968
2020-11-12,130525,61074,69451,82295644,74940328,157235972,24829,10408,35237
2015-04-26,46,16,30,169850,100700,270550,0,0,0
2018-07-28,13333,9349,3984,6685181,14635162,21320343,1335,284,1619
2017-07-09,619,281,338,981470,1604945,2586415,195,42,237
2019-12-17,101881,43357,58524,14111243,53778673,67889916,47913,10050,57963
2022-03-30,131904,68831,63073,97435568,93890056,191325624,30262,9356,39618
2024-04-01,228485,79202,149283,217695195,106517796,324212991,76975,11004,87979
2023-10-17,197939,76547,121392,196711511,116660353,313371864,56644,10700,67344
2021-07-18,128428,59461,68967,55254326,52928324,108182650,25511,11777,37288
2024-11-01,191462,57482,133980,222737704,78140180,300877884,65129,5952,71081
2024-03-08,188750,70050,118700,168816536,116572557,285389093,60923,8887,69810
2019-11-12,69561,35364,34197,12116870,46650200,58767070,28004,8528,36532
2016-12-10,804,119,685,707704,232595,940299,545,33,578
2023-02-12,149645,65667,83978,129447863,85846729,215294592,49498,11649,61147
2021-09-22,120948,59074,61874,70096352,76026546,146122898,28408,9476,37884
2025-11-23,284393,44513,239880,455902315,57578946,513481261,44363,1839,46202
2022-05-11,130034,67636,62398,92357895,107773795,200131690,37379,10423,47802
2025-05-26,264029,62583,201446,390056582,93896175,483952757,117138,5905,123043
2021-06-22,144173,64825,79348,76569243,73427760,149997003,34628,14396,49024
2015-06-17,103,36,67,512320,169630,681950,5,0,5
2018-03-08,3271,2569,702,2864451,13099631,15964082,470,161,631
2023-08-18,202200,80642,121558,189803256,123191984,312995240,63648,12810,76458
2025-02-17,287878,81544,206334,368949750,129093919,498043669,115759,8076,123835
2016-12-07,1160,165,995,1073699,268425,1342124,750,44,794
2016-07-24,753,43,710,559810,226659,786469,580,6,586
2018-03-01,1066,502,564,1484399,4897945,6382344,394,62,456
2017-08-24,2175,982,1193,1831700,5458707,7290407,879,126,1005
2015-07-28,46,18,28,175700,117937,293637,5,0,5
2018-09-20,18037,13741,4296,4547548,25807332,30354880,2882,726,3608
2021-09-16,98155,49579,48576,54187147,64047741,118234888,22820,7499,30319
2024-09-27,225048,71040,154008,250576796,105880710,356457506,80437,9047,89484
2015-01-13,115,24,91,579000,83235,662235,8,3,11
2015-02-12,230,56,174,1046250,200350,1246600,2,0,2
2023-08-28,203294,77435,125859,186121451,100351122,286472573,59104,11816,70920
2015-04-20,104,26,78,357900,152700,510600,5,1,6
2021-10-07,116374,59129,57245,70542742,77944234,148486976,28109,9825,37934
2019-07-01,84747,65278,19469,13917870,47995633,61913503,7373,7178,14551
2017-11-29,5672,4021,1651,3630200,4056489,7686689,1390,498,1888
2023-01-10,151987,73551,78436,148114377,119285061,267399438,49446,11837,61283
2024-10-05,246858,76445,170413,281731428,119896963,401628391,89099,9375,98474
2020-05-21,102215,43953,58262,66925280,39325549,106250829,16849,6930,23779
2023-06-21,228997,93927,135070,219752767,122643545,342396312,78433,15910,94343
2017-07-12,2214,1106,1108,2019350,5782158,7801508,847,143,990
2020-03-31,54470,21702,32768,39402195,21470350,60872545,11396,4649,16045
2021-01-01,78633,39445,39188,46483380,44075346,90558726,22604,7868,30472
2024-11-23,292464,87272,205192,352728809,132060653,484789462,115139,10371,125510
2018-11-21,22364,17463,4901,6583454,30990229,37573683,2423,901,3324
2017-10-25,3348,2184,1164,2659725,6693587,9353312,930,221,1151
2023-02-24,174160,79357,94803,165970355,126051531,292021886,59831,14444,74275
2016-05-02,943,107,836,787697,238105,1025802,532,45,577
2015-02-19,254,76,178,938700,306050,1244750,0,0,0
2025-12-31,277330,37757,239573,487144164,62457197,549601361,39809,1099,40908
2017-06-28,2245,1442,803,1708460,6835777,8544237,627,112,739
2021-10-17,102164,47524,54640,50497481,51534580,102032061,23030,7707,30737
2020-07-08,129728,55344,74384,75930750,63153611,139084361,24972,8374,33346
2019-02-08,28646,24107,4539,5920592,36240099,42160691,2756,2412,5168
2022-10-30,102221,48790,53431,86717464,64078309,150795773,35015,8238,43253
2022-08-05,138204,70755,67449,107786409,104711859,212498268,41877,11407,53284
2016-12-29,928,242,686,1330675,485400,1816075,516,71,587
2021-03-19,118558,65744,52814,56937287,92544357,149481644,21735,9218,30953
2025-11-16,300011,48949,251062,436105904,63982029,500087933,52455,1943,54398
2024-09-21,240737,75669,165068,255068290,107753399,362821689,76374,8302,84676
2024-08-10,247726,76871,170855,262693593,109275299,371968892,90738,9774,100512
2022-02-07,119713,64702,55011,78148213,86569747,164717960,30266,9916,40182
2016-06-18,841,131,710,1218950,410000,1628950,516,13,529
2022-12-18,126436,59617,66819,111140413,78833999,189974412,33116,8765,41881
2019-07-17,92596,69667,22929,24601025,48250618,72851643,11923,7539,19462
2026-01-08,311700,46047,265653,534442793,95496534,629939327,35101,901,36002
2016-10-23,829,59,770,261300,190170,451470,636,1,637
2018-11-23,17887,14422,3465,7040025,27055677,34095702,1349,744,2093
2025-05-16,294383,76809,217574,424937145,130840099,555777244,117508,6515,124023
2018-09-07,19387,14192,5195,6538327,29617671,36155998,3523,771,4294
2020-08-26,123992,60720,63272,76005598,67954849,143960447,33805,8737,42542
2017-08-28,1834,874,960,1313229,3709934,5023163,715,114,829
2020-07-23,124499,56717,67782,65577280,60786864,126364144,37728,7720,45448
2018-02-03,1795,1161,634,2815500,12739369,15554869,406,159,565
2021-05-06,99917,40422,59495,56997338,46971442,103968780,23935,8294,32229
2020-06-13,125255,53938,71317,75941066,52459897,128400963,15740,7484,23224
2015-02-11,213,54,159,984522,241900,1226422,2,0,2
2022-01-28,123377,63621,59756,82011885,81129445,163141330,31548,9241,40789
2018-12-31,20305,18154,2151,2682222,27827646,30509868,1404,1393,2797
2019-10-24,47505,31326,16179,12001375,53766475,65767850,10118,8699,18817
2021-06-11,103786,48992,54794,54173419,63717034,117890453,24962,11995,36957
2020-03-13,174420,62758,111662,26080500,75754802,101835302,89628,11777,101405
2016-08-25,1131,49,1082,659750,170700,830450,928,19,947
2020-05-24,80606,34571,46035,43837295,28678108,72515403,14464,6303,20767
2024-02-22,209651,73039,136612,196212885,119116037,315328922,64469,9946,74415
2025-04-04,279424,78102,201322,407814106,140002183,547816289,122201,7206,129407
2025-02-20,272641,79896,192745,361388713,131214752,492603465,106467,7197,113664
2017-03-03,1087,271,816,1297550,682581,1980131,431,37,468
2017-10-24,2736,1472,1264,2090600,7710763,9801363,1002,205,1207
2020-01-21,96906,48489,48417,20522682,56670384,77193066,34445,10089,44534
2020-10-15,135583,64445,71138,73410238,71708764,145119002,25289,9488,34777
2022-07-17,109628,53998,55630,84476176,62623376,147099552,32861,8781,41642
2015-07-18,69,25,44,490500,163600,654100,0,0,0
2023-04-12,196838,86341,110497,178433114,131327311,309760425,66722,14749,81471
2020-10-03,123355,61497,61858,64638290,61639601,126277891,29780,8784,38564
2015-11-27,627,71,556,528600,50136,578736,492,37,529
2018-10-24,28234,20304,7930,16580242,24482062,41062304,5223,1339,6562
2015-07-08,131,52,79,993500,381938,1375438,0,2,2
2018-11-02,23218,18908,4310,4927291,36315165,41242456,2350,815,3165
2018-12-11,20176,16504,3672,6432737,33257142,39689879,1683,881,2564
2015-06-27,80,19,61,434150,94200,528350,1,1,2
2019-07-30,70885,55828,15057,14914353,37004430,51918783,7630,6303,13933
2022-04-24,123729,58296,65433,77039617,67133927,144173544,37330,10891,48221
2015-07-01,93,28,65,672150,144110,816260,1,0,1
2016-01-14,999,121,878,869440,124350,993790,639,21,660
2023-05-18,198645,82764,115881,192025165,133539273,325564438,70732,15250,85982
2015-09-16,98,18,80,544156,132720,676876,1,1,2
2020-12-01,105159,55808,49351,57800316,67719317,125519633,23109,7599,30708
2019-01-05,21643,19079,2564,4972676,33784949,38757625,1952,1273,3225
2024-07-22,225823,69342,156481,219949383,100022643,319972026,74028,7840,81868
2023-05-05,164390,73828,90562,158433461,118592422,277025883,60785,12285,73070
2022-02-06,104381,51867,52514,64204271,67169866,131374137,27582,8161,35743
2016-09-22,1253,87,1166,1050549,358590,1409139,914,25,939
2019-12-03,98351,43384,54967,17794086,57248949,75043035,46667,10885,57552
2022-04-17,110178,52111,58067,67322075,58415651,125737726,32277,9627,41904
2021-09-15,113898,56533,57365,63668161,73867797,137535958,28557,9329,37886
2024-10-15,230557,67644,162913,284616300,118146405,402762705,95973,9256,105229
2024-12-14,243277,75645,167632,276709084,105229786,381938870,98567,9251,107818
2025-12-02,280307,50911,229396,472826768,96955769,569782537,39334,1603,40937
2016-06-09,994,130,864,1132419,287380,1419799,586,33,619
2025-02-23,254167,73538,180629,296628552,95721763,392350315,101402,7035,108437
2024-08-29,210063,63656,146407,232992393,102103585,335095978,79257,8348,87605
2018-02-13,1855,1098,757,2404600,10050071,12454671,531,131,662
2018-02-21,8469,5955,2514,7960250,16992823,24953073,2196,566,2762
2021-06-08,104525,46892,57633,61626332,69952492,131578824,27642,11274,38916
2021-10-23,117272,58272,59000,79152489,72436582,151589071,27967,9644,37611
2024-11-20,294187,85359,208828,384390545,143763283,528153828,119260,10187,129447
2023-11-04,223163,83213,139950,247407756,134705552,382113308,82760,14677,97437
2025-12-22,303202,44126,259076,543022969,81699743,624722712,43364,1167,44531
2017-08-06,624,278,346,785150,1364140,2149290,223,31,254
2025-11-20,331999,52313,279686,543667379,89981341,633648720,60365,2222,62587
2024-05-03,228813,77133,151680,220557486,115435429,335992915,77058,10552,87610
2022-02-15,117788,63141,54647,69753525,88568032,158321557,27482,8659,36141
2018-08-15,6712,5467,1245,1421374,10906914,12328288,416,150,566
2021-10-02,117016,57895,59121,60319189,63783087,124102276,27999,10244,38243
2016-11-10,644,75,569,662800,275899,938699,434,7,441
2024-04-29,205484,69192,136292,195616904,83064701,278681605,71420,9866,81286
2020-12-31,106056,53637,52419,69900465,62335377,132235842,26810,8610,35420
2023-05-03,151353,71389,79964,138822928,117884467,256707395,49328,10209,59537
2024-03-04,225353,81867,143486,205008943,129843691,334852634,71805,10570,82375
2024-08-21,223640,66613,157027,250033138,109901999,359935137,80471,9064,89535
2021-03-31,97380,52702,44678,49602941,51190518,100793459,21511,9501,31012
2016-09-01,1231,96,1135,1045400,273760,1319160,899,2,901
2021-11-12,118475,57520,60955,80112135,89360657,169472792,36365,11082,47447
2018-07-27,12741,8037,4704,13161895,14553228,27715123,1438,378,1816
2022-09-12,137388,69360,68028,108675563,95689282,204364845,40755,10249,51004
2023-06-10,198645,86056,112589,174291320,122865600,297156920,63946,13864,77810
2025-03-24,287265,79506,207759,441949820,143316867,585266687,116783,7584,124367
2016-03-11,962,125,837,1210225,290345,1500570,545,26,571
2020-08-05,113568,53721,59847,69857710,57641227,127498937,34717,8147,42864
2021-10-15,103629,49502,54127,58565645,47914029,106479674,24452,8875,33327
2018-08-05,11338,9688,1650,3132205,13267664,16399869,761,246,1007
2022-04-08,128740,64728,64012,88586634,96663597,185250231,34490,10364,44854
2020-11-06,122206,64031,58175,73952865,74335866,148288731,30942,12638,43580
2021-03-05,118620,66920,51700,64640761,106898617,171539378,25685,9805,35490
2015-04-18,82,23,59,510770,107200,617970,4,1,5
2015-09-24,73,21,52,458675,100050,558725,4,0,4
2020-10-12,119550,59414,60136,67890550,69767955,137658505,30190,8471,38661
2025-07-30,272423,63189,209234,416370783,101011328,517382111,108074,4808,112882
2020-07-20,128530,58802,69728,67134103,54825438,121959541,41237,9381,50618
2019-04-20,27180,21887,5293,5630464,26990905,32621369,2719,3048,5767
2021-11-20,134746,63711,71035,100925267,80343979,181269246,36617,11264,47881
2023-03-22,192988,85168,107820,189492881,138131344,327624225,62015,13835,75850
2017-09-30,693,270,423,455550,369550,825100,318,43,361
2022-12-21,140911,71250,69661,127295930,108625349,235921279,39693,10699,50392
2018-01-22,1809,1067,742,3167900,11076245,14244145,551,178,729
2019-08-05,86351,64286,22065,15237838,42033846,57271684,7152,5407,12559
2022-06-16,133532,68146,65386,102961529,98313598,201275127,45707,12010,57717
2017-02-18,841,211,630,672050,321001,993051,358,10,368
2024-04-07,203991,68330,135661,196278914,81435087,277714001,65236,9316,74552
2015-09-11,99,21,78,531899,132150,664049,0,0,0
2021-05-11,74138,30583,43555,44702541,41301431,86003972,20594,7940,28534
2023-04-23,151040,62140,88900,144331927,73124155,217456082,54212,11161,65373
2022-12-26,135499,67263,68236,111949057,93430128,205379185,38120,10314,48434
2018-01-01,853,484,369,1120800,1992875,3113675,247,46,293
2019-02-26,25632,21768,3864,8611388,38512314,47123702,2097,1838,3935
2016-12-03,715,111,604,1023800,360545,1384345,422,22,444
2019-06-10,45911,33480,12431,8965239,32092342,41057581,4042,2967,7009
2015-12-04,545,76,469,472850,117260,590110,393,35,428
2023-03-17,185714,83967,101747,182438167,155658631,338096798,62907,14354,77261
2023-05-30,189145,77102,112043,190906781,113125971,304032752,68908,14021,82929
2025-12-01,284080,49674,234406,457698035,88841010,546539045,47282,1646,48928
2022-03-02,135040,75422,59618,85547202,121432338,206979540,31382,9658,41040
2025-03-17,290607,78133,212474,425288669,141191773,566480442,124992,7520,132512
2017-12-21,2302,1258,1044,2390626,12242482,14633108,753,185,938
2017-07-27,2522,1438,1084,1867430,6817058,8684488,898,199,1097
2019-05-17,38840,29807,9033,9910129,39726816,49636945,3434,3239,6673
2026-01-13,290418,39013,251405,498903377,78664342,577567719,31361,912,32273
2015-05-03,46,22,24,129000,103350,232350,0,0,0
2023-06-17,229877,96645,133232,212634473,128075086,340709559,74662,15859,90521
2024-08-26,200983,60549,140434,208804108,75107711,283911819,65473,7243,72716
2021-11-28,122567,52376,70191,86074420,55778196,141852616,24230,7722,31952
2025-07-01,276880,66994,209886,377992594,111644067,489636661,126642,4983,131625
2023-06-26,215137,88013,127124,195601714,106277850,301879564,71245,14335,85580
2017-01-08,588,132,456,505951,286235,792186,273,22,295
2018-12-07,20531,17050,3481,4794539,30729123,35523662,1575,652,2227
2019-10-29,48847,25112,23735,5376689,27738388,33115077,18775,7425,26200
2022-08-21,127948,61897,66051,103201718,76361326,179563044,36144,9237,45381
2020-10-05,120070,60434,59636,61271713,62321438,123593151,27765,8857,36622
2023-11-12,129371,42328,87043,123675096,42579351,166254447,45841,6934,52775
2023-10-24,159986,58909,101077,137689270,60776279,198465549,47033,9038,56071
2024-11-09,286740,85419,201321,349737754,126305616,476043370,111736,9875,121611
2019-04-08,25901,20832,5069,4633670,23907993,28541663,3011,3055,6066
2019-02-19,24756,20577,4179,7042197,30341161,37383358,2210,1794,4004
2021-12-27,119651,55779,63872,88096544,62840205,150936749,20822,7384,28206
2015-10-07,1293,46,1247,996450,85900,1082350,1163,3,1166
2025-10-13,282562,55053,227509,479381281,103914832,583296113,103027,3502,106529
2016-03-15,1348,171,1177,1160650,289050,1449700,870,17,887
2016-11-16,874,107,767,670600,286250,956850,567,37,604
2015-09-21,38,11,27,247900,51800,299700,2,0,2
2015-08-06,98,38,60,502700,233140,735840,4,0,4
2022-07-07,125362,64032,61330,97649257,95896732,193545989,31921,9950,41871
2022-04-05,133536,69534,64002,100851284,107994421,208845705,35610,10575,46185
2023-08-13,164301,65753,98548,137993828,86001105,223994933,50145,10361,60506
2020-05-12,97802,43761,54041,56940220,34125480,91065700,18564,7786,26350
2016-01-21,981,190,791,1560451,592066,2152517,480,43,523
2022-01-08,111510,58502,53008,48823565,69306470,118130035,15189,4676,19865
2017-08-07,644,109,535,502100,160590,662690,379,20,399
2017-07-11,1894,1032,862,1428680,6238004,7666684,656,116,772
2023-01-24,148993,68380,80613,142912630,113277208,256189838,51290,12149,63439
2023-05-04,160271,73926,86345,156492737,123850726,280343463,55325,11431,66756
2020-04-27,86028,39162,46866,54161610,31763590,85925200,17848,7891,25739
2025-04-20,255150,63216,191934,320703087,81765870,402468957,107695,6336,114031
2017-02-17,1089,234,855,1067100,622300,1689400,584,16,600
2021-11-18,117539,56539,61000,103879183,87502761,191381944,36130,11431,47561
2023-12-31,189468,64194,125274,185501666,77535654,263037320,57745,10258,68003
2024-05-12,190959,61557,129402,183983962,74932400,258916362,61632,8608,70240
2025-03-13,246391,67626,178765,347294134,107857437,455151571,103280,6274,109554
2016-10-13,1284,87,1197,1035501,171850,1207351,1042,24,1066
2022-05-06,136165,71422,64743,91130021,113938899,205068920,36531,10444,46975
2017-04-13,1312,466,846,1431550,1617270,3048820,508,55,563
2020-09-24,136556,64875,71681,74421095,69811413,144232508,21617,9436,31053
2016-12-25,1002,194,808,887550,324076,1211626,590,58,648
2018-04-30,4956,4146,810,1533750,6711863,8245613,425,162,587
2023-12-11,202760,73897,128863,199374456,106231257,305605713,63622,10897,74519
2017-09-15,1686,825,861,1574230,3490690,5064920,685,148,833
2018-07-19,11892,8550,3342,13231752,18909120,32140872,1127,366,1493
2019-03-18,34745,27726,7019,8447053,32269655,40716708,5352,3194,8546
2025-07-12,265995,61941,204054,385694244,87202182,472896426,109703,5367,115070
2020-08-24,134737,63291,71446,75582722,62054753,137637475,36111,8517,44628
2022-09-21,143152,74153,68999,104842299,106805469,211647768,38828,10036,48864
2019-06-24,82979,64471,18508,15292297,44232194,59524491,7309,6122,13431
2018-09-23,10116,7989,2127,1483275,14079338,15562613,1395,280,1675
2024-12-26,267904,80422,187482,351437473,126171891,477609364,106175,8247,114422
2020-08-27,120736,60535,60201,74059892,65238657,139298549,32632,8825,41457
2020-03-09,117447,50859,66588,15370174,39187079,54557253,46663,8742,55405
2018-11-17,16786,12956,3830,5945892,28508881,34454773,1407,749,2156
2025-03-21,288955,80390,208565,423280780,165432974,588713754,119088,7106,126194
2023-04-17,178510,76446,102064,173243208,111716770,284959978,60651,13040,73691
2019-10-28,43071,19776,23295,3773560,18399261,22172821,17860,4865,22725
2021-02-14,99911,51622,48289,50079050,60422295,110501345,21944,8690,30634
2018-10-14,13474,10480,2994,3292340,16870634,20162974,1909,572,2481
2023-10-16,197199,74114,123085,191933019,104346314,296279333,57306,10116,67422
2024-08-05,229105,73344,155761,242068816,114573864,356642680,71268,7753,79021
2017-07-31,1740,1005,735,1522850,5399364,6922214,569,134,703
2019-11-23,84609,46961,37648,18282165,55663647,73945812,29212,13220,42432
